kpathid	Pathway	extid	source	size	tag1	tag2	tag3	tag4	tag5	tag6	tag7
kp1147	Purine Metabolism [KEGG]	path:hsa00230	KEGG	132	Nucleotide Metabolism	Purine	NA	NA	NA	NA	NA
kp2168	TGF-beta Signaling [WikiPathway]	WP366	WikiPathway	132	Signal Transduction	TGF-beta	NA	NA	NA	NA	NA
kp2562	Separation of Sister Chromatids	R-HSA-2467813	Reactome	132	Cell Cycle	NA	NA	NA	NA	NA	NA
kp0211	Digestive System Development	GO:0055123	Gene Ontology	133	Developmental Biology	NA	NA	NA	NA	NA	NA
kp0412	Lipoprotein Metabolism	GO:0042157	Gene Ontology	133	Metabolism	Lipid Metabolism	Protein Metabolism	Lipoproteins	NA	NA	NA
kp0739	RHO Signal Transduction	GO:0007266	Gene Ontology	133	Signal Transduction	Small GTPases	NA	NA	NA	NA	NA
kp1104	Vascular Smooth Muscle Contraction	path:hsa04270	KEGG	133	Physiology	Muscle	Blood Vessels	NA	NA	NA	NA
kp1112	Oxidative Phosphorylation [KEGG]	path:hsa00190	KEGG	133	Energy Metabolism	NA	NA	NA	NA	NA	NA
kp0190	Placenta Development	GO:0001890	Gene Ontology	134	Developmental Biology	NA	NA	NA	NA	NA	NA
kp1038	Ribosome	path:hsa03010	KEGG	134	Cell Organelles & Functions	Protein Metabolism	RNA Metabolism	Ribosome	NA	NA	NA
kp3694	Response to elevated platelet cytosolic Ca2+	R-HSA-76005	Reactome	134	Homeostasis	Platelet	NA	NA	NA	NA	NA
kp0818	Translational Elongation	GO:0006414	Gene Ontology	135	Translation	NA	NA	NA	NA	NA	NA
kp3221	Pyrimidine Metabolism [EHMN]	Pyrimidine metabolism	EHMN	135	Nucleotide Metabolism	Pyrimidine	NA	NA	NA	NA	NA
kp3769	Glycerophospholipid Metabolism [EHMN]	Glycerophospholipid metabolism	EHMN	135	Metabolism	Lipid Metabolism	NA	NA	NA	NA	NA
kp0329	Lymphoid and Non-lymphoid Immunoregulatory Interactions	R-HSA-198933	Reactome	136	Immune System	Adaptive Immune System	NA	NA	NA	NA	NA
kp0347	B-cell Differentiation	GO:0030183	Gene Ontology	136	Immune System	Differentiation	B-cell	NA	NA	NA	NA
kp0662	Hormone Metabolism	GO:0034754	Gene Ontology	136	Hormone Metabolism & Fucntions	NA	NA	NA	NA	NA	NA
kp0684	IL-6 Production	GO:0032635	Gene Ontology	136	Immune System	Innate Immune System	Inflammation	Interleukins	Cytokines	NA	NA
kp0772	Neurotrophin Signaling [Reactome]	R-HSA-166520	Reactome	136	Signal Transduction	RTK Signaling	Neurotrophin	NA	NA	NA	NA
kp1085	Spliceosome - Homo sapiens (human)	path:hsa03040	KEGG	136	Transcription	RNA Metabolism	NA	NA	NA	NA	NA
kp1190	Apoptosis [KEGG]	path:hsa04210	KEGG	136	Apoptosis	Cell Death	NA	NA	NA	NA	NA
kp3160	ER to Golgi Anterograde Transport	R-HSA-199977	Reactome	136	Transport	Protein Metabolism	NA	NA	NA	NA	NA
kp1015	Autophagy [KEGG]	path:hsa04140	KEGG	137	Autophagy	NA	NA	NA	NA	NA	NA
kp1100	Apelin Signaling	path:hsa04371	KEGG	137	Signal Transduction	Angiogenesis	Blood Vessels	NA	NA	NA	NA
kp1102	Estrogen Signaling [KEGG]	path:hsa04915	KEGG	137	Signal Transduction	Nuclear Receptor Signaling	Hormone Metabolism & Fucntions	NA	NA	NA	NA
kp1173	Insulin Signaling [KEGG]	path:hsa04910	KEGG	137	Signal Transduction	Insulin	NA	NA	NA	NA	NA
kp0307	Vascular Wall Cell Surface Interactions	R-HSA-202733	Reactome	138	Homeostasis	NA	NA	NA	NA	NA	NA
kp0521	Autophagy [Reactome]	R-HSA-9612973	Reactome	138	Autophagy	NA	NA	NA	NA	NA	NA
kp2087	Ectoderm Differentiation	WP2858	WikiPathway	138	Developmental Biology	Differentiation	NA	NA	NA	NA	NA
kp3998	Cell Cycle G2/M Transition	R-HSA-69275	Reactome	138	Cell Cycle	NA	NA	NA	NA	NA	NA
kp0157	Hindbrain Development	GO:0030902	Gene Ontology	139	Developmental Biology	Neuronal System	NA	NA	NA	NA	NA
kp0175	Nephron Development	GO:0072006	Gene Ontology	139	Developmental Biology	NA	NA	NA	NA	NA	NA
kp1959	Toll-like Receptor Signaling Regulation	WP1449	WikiPathway	139	Signal Transduction	Immune System	Toll-like Receptors	NA	NA	NA	NA
kp0026	Chromosome Structure Maintenance	R-HSA-73886	Reactome	140	Cell Cycle	Chromosome Structure Maintenance	NA	NA	NA	NA	NA
kp0156	Hepaticobiliary System Development	GO:0061008	Gene Ontology	140	Developmental Biology	NA	NA	NA	NA	NA	NA
kp0390	MTOC Organization	GO:0031023	Gene Ontology	140	Cell Organelles & Functions	Cytoskeleton	NA	NA	NA	NA	NA
kp1005	Ubiquitin mediated Proteolysis	path:hsa04120	KEGG	140	Protein Metabolism	Ubiquitination	NA	NA	NA	NA	NA
kp0059	Death Receptor Signaling	R-HSA-73887	Reactome	141	Signal Transduction	NA	NA	NA	NA	NA	NA
kp0692	ADCY-activating GPCR Signaling	GO:0007189	Gene Ontology	141	Signal Transduction	GPCR Signaling	cAMP	NA	NA	NA	NA
kp4455	Direct TP53 Effectors	p53downstreampathway	PID	141	Transcriptional Regulation	Transcription Factors	TP53	NA	NA	NA	NA
kp0391	Nucleosome Assembly [Gene Ontology]	GO:0006334	Gene Ontology	142	Chromosome Structure Maintenance	NA	NA	NA	NA	NA	NA
kp0822	Gene Silencing by RNA	R-HSA-211000	Reactome	142	Transcriptional Regulation	NA	NA	NA	NA	NA	NA
kp4570	Programmed Cell Death	R-HSA-5357801	Reactome	142	Cell Death	NA	NA	NA	NA	NA	NA
kp4631	Estrogen dependent Gene Expression	R-HSA-9018519	Reactome	142	Hormone Metabolism & Fucntions	Transcriptional Regulation	Nuclear Receptors	NA	NA	NA	NA
kp5553	HATs mediated Histone Acetylation	R-HSA-3214847	Reactome	142	Transcriptional Regulation	Epigenetic Regulation	Protein Modification	Histone	NA	NA	NA
kp1064	Regulation of Pluripotency of Stem Cells	path:hsa04550	KEGG	143	Stem Cell	NA	NA	NA	NA	NA	NA
kp2104	NRF2 Pathway	WP2884	WikiPathway	143	Signal Transduction	Nuclear Receptors	NA	NA	NA	NA	NA
kp0083	Detection of Abiotic Stimulus	GO:0009582	Gene Ontology	144	Cellular Responses to Stimulus	NA	NA	NA	NA	NA	NA
kp0277	Oxidative Phosphorylation [Gene Ontology]	GO:0006119	Gene Ontology	144	Metabolism	Energy Metabolism	Biological Oxidations	Mitochondria	NA	NA	NA
kp0529	Digestion [Gene Ontology]	GO:0007586	Gene Ontology	144	Physiology	NA	NA	NA	NA	NA	NA
kp0690	EGFR Signaling [Gene Ontology]	GO:0007173	Gene Ontology	144	Signal Transduction	RTK Signaling	Growth Factors	EGF & EGFR	NA	NA	NA
kp0784	RNA Splicing	GO:0043484	Gene Ontology	144	Transcription	RNA Metabolism	NA	NA	NA	NA	NA
kp2040	BDNF Signaling	WP2380	WikiPathway	144	Signal Transduction	Neuronal System	Growth Factors	BDNF	NA	NA	NA
kp0178	Neural Tube Development	GO:0021915	Gene Ontology	145	Developmental Biology	Neuronal System	NA	NA	NA	NA	NA
kp0181	Neuron Migration	GO:0001764	Gene Ontology	145	Developmental Biology	Neuronal System	Cell Shape & Motility	NA	NA	NA	NA
kp0194	Retina Development	GO:0060041	Gene Ontology	145	Developmental Biology	NA	NA	NA	NA	NA	NA
kp2380	Male infertility	WP4673	WikiPathway	145	Physiology	NA	NA	NA	NA	NA	NA
kp0376	Golgi Organization	GO:0007030	Gene Ontology	146	Cell Organelles & Functions	Golgi	NA	NA	NA	NA	NA
kp0609	Protein Localization To Mitochondrion	GO:0070585	Gene Ontology	146	Protein Metabolism	NA	NA	NA	NA	NA	NA
kp2086	Mesodermal Commitment Pathway	WP2857	WikiPathway	146	Developmental Biology	Differentiation	NA	NA	NA	NA	NA
kp0674	TNF Superfamily Cytokine Production	GO:0071706	Gene Ontology	147	Immune System	Cytokines	TNF	Inflammation	NA	NA	NA
kp0842	Clathrin mediated Endocytosis	R-HSA-8856828	Reactome	147	Transport	Endocytosis	Vesicle	NA	NA	NA	NA
kp1145	Phospholipase D Signaling	path:hsa04072	KEGG	147	Signal Transduction	NA	NA	NA	NA	NA	NA
kp0136	Embryonic Epithelium Morphogenesis	GO:0016331	Gene Ontology	148	Developmental Biology	NA	NA	NA	NA	NA	NA
kp0418	Membrane Lipid Biosynthesis	GO:0046467	Gene Ontology	148	Cell Organelles & Functions	Metabolism	Lipid Metabolism	Phospholipid Metabolism	NA	NA	NA
kp0902	Cell Adhesion Molecules	path:hsa04514	KEGG	148	Cell Adhesion	NA	NA	NA	NA	NA	NA
kp1230	Retrograde Endocannabinoid Signaling	path:hsa04723	KEGG	148	Neuronal System	Chemical Synapses	Neurotransmitters	NA	NA	NA	NA
kp4090	Mitotic Prophase	R-HSA-68875	Reactome	148	Cell Cycle	NA	NA	NA	NA	NA	NA
kp0191	Polarized Epithelium Morphogenesis	GO:0001738	Gene Ontology	149	Developmental Biology	NA	NA	NA	NA	NA	NA
kp2495	Actin Cytoskeleton Regulation [WikiPathway]	WP51	WikiPathway	149	Signal Transduction	Cytoskeleton	NA	NA	NA	NA	NA
kp0278	Pyruvate Metabolism [Gene Ontology]	GO:0006090	Gene Ontology	150	Metabolism	Carbohydrate Metabolism	NA	NA	NA	NA	NA
kp0740	RHOA GTPase Cycle	R-HSA-8980692	Reactome	151	Signal Transduction	Small GTPases	RHO GTPase Signaling	NA	NA	NA	NA
kp1011	Phagosome	path:hsa04145	KEGG	151	Immune System	Phagocytosis	NA	NA	NA	NA	NA
kp2504	Calcium Regulation in the Cardiac Cell	WP536	WikiPathway	151	Physiology	Cardiac System	Calcium	Muscle	NA	NA	NA
kp0786	Epigenetic Gene Expression Regulation	R-HSA-212165	Reactome	152	Transcriptional Regulation	Epigenetic Regulation	NA	NA	NA	NA	NA
kp0228	Male Sex Differentiation	GO:0046661	Gene Ontology	153	Developmental Biology	NA	NA	NA	NA	NA	NA
kp0337	T-cell Activation	GO:0046631	Gene Ontology	154	Immune System	Adaptive Immune System	T-cell	NA	NA	NA	NA
kp0919	Oxytocin Signaling	path:hsa04921	KEGG	154	Signal Transduction	Hormone Metabolism & Fucntions	NA	NA	NA	NA	NA
kp1226	mTOR Signaling [KEGG]	path:hsa04150	KEGG	154	Signal Transduction	mTOR	NA	NA	NA	NA	NA
kp2105	Myometrial Relaxation and Contraction Pathway	WP289	WikiPathway	155	Physiology	Muscle	NA	NA	NA	NA	NA
kp0022	Cell Cycle G1-Phase and G1/S Transition	R-HSA-453279	Reactome	156	Cell Cycle	NA	NA	NA	NA	NA	NA
kp0198	Skeletal Muscle Organ Development	GO:0060538	Gene Ontology	156	Developmental Biology	Muscle	NA	NA	NA	NA	NA
kp0356	Innate Immunity Activating Signal Transduction	GO:0002758	Gene Ontology	156	Immune System	Innate Immune System	Signal Transduction	NA	NA	NA	NA
kp0499	Nucleoside Diphosphate Metabolism	GO:0009132	Gene Ontology	156	Nucleotide Metabolism	NA	NA	NA	NA	NA	NA
kp1200	Senescence [KEGG]	path:hsa04218	KEGG	156	Cell Aging	Cellular Responses to Stress	Senescence	NA	NA	NA	NA
kp0455	Organophosphate Catabolism	GO:0046434	Gene Ontology	157	Metabolism	Necleotide Metabolism	NA	NA	NA	NA	NA
kp1080	Hippo Signaling [KEGG]	path:hsa04390	KEGG	157	Signal Transduction	NA	NA	NA	NA	NA	NA
kp0028	DNA Integrity Checkpoint	GO:0031570	Gene Ontology	158	Cell Cycle	NA	NA	NA	NA	NA	NA
kp0704	G-alpha (S) Signaling	R-HSA-418555	Reactome	158	Signal Transduction	GPCR Signaling	NA	NA	NA	NA	NA
kp0235	Spermatid Differentiation	GO:0048515	Gene Ontology	159	Developmental Biology	NA	NA	NA	NA	NA	NA
kp1105	Necroptosis	path:hsa04217	KEGG	159	Cell Death	NA	NA	NA	NA	NA	NA
kp0435	Biomineralization	GO:0110148	Gene Ontology	160	Metabolism	NA	NA	NA	NA	NA	NA
kp0464	Sterol Metabolism	GO:0016125	Gene Ontology	160	Metabolism	Lipid Metabolism	Sterol	Cholesterol	NA	NA	NA
kp0849	Import Across Plasma Membrane	GO:0098739	Gene Ontology	160	Transport	NA	NA	NA	NA	NA	NA
kp2422	Insulin Signaling [WikiPathway]	WP481	WikiPathway	160	Signal Transduction	Insulin	NA	NA	NA	NA	NA
kp0382	Microfilament Bundle Organization	GO:0061572	Gene Ontology	161	Cytoskeleton	Focal Adhesion	NA	NA	NA	NA	NA
kp5156	CDC42 GTPase Cycle	R-HSA-9013148	Reactome	161	Signal Transduction	Small GTPases	NA	NA	NA	NA	NA
kp0971	JAK/STAT Signaling [KEGG]	path:hsa04630	KEGG	162	Signal Transduction	Immune System	JAK/STAT	NA	NA	NA	NA
kp2316	EGFR Signaling [WikiPathway]	WP437	WikiPathway	162	Signal Transduction	RTK Signaling	Growth Factors	EGF & EGFR	NA	NA	NA
kp5093	Regulation of TP53 Activity	R-HSA-5633007	Reactome	162	Transcriptional Regulation	TP53	NA	NA	NA	NA	NA
kp0737	Receptor Signaling via STAT	GO:0097696	Gene Ontology	163	Signal Transduction	Immune System	Interferons	NA	NA	NA	NA
kp0845	Cytosolic Transport	GO:0016482	Gene Ontology	164	Transport	NA	NA	NA	NA	NA	NA
kp0440	Glycosaminoglycan Metabolism	R-HSA-1630316	Reactome	165	Metabolism	Carbohydrate Metabolism	Glycosaminoglycan Metabolism	NA	NA	NA	NA
kp0850	Import into Nucleus	GO:0051170	Gene Ontology	165	Transport	NA	NA	NA	NA	NA	NA
kp0078	Cellular Response to Starvation	R-HSA-9711097	Reactome	166	Cellular Responses to Stress	NA	NA	NA	NA	NA	NA
kp0432	Amine Metabolism	GO:0009308	Gene Ontology	166	Metabolism	NA	NA	NA	NA	NA	NA
kp0823	Mitochondrial Gene Expression [Gene Ontology]	GO:0140053	Gene Ontology	166	Transcription	Transcriptional Regulation	Mitochondria	NA	NA	NA	NA
kp1037	RNA Transport	path:hsa03013	KEGG	166	RNA Metabolism	Transport	NA	NA	NA	NA	NA
kp0247	Appendage Development	GO:0048736	Gene Ontology	167	Developmental Biology	NA	NA	NA	NA	NA	NA
kp0540	Mechanosensory Perception	GO:0050954	Gene Ontology	167	Physiology	NA	NA	NA	NA	NA	NA
kp1188	cGMP/PKG Signaling	path:hsa04022	KEGG	167	Signal Transduction	NA	NA	NA	NA	NA	NA
kp3839	Transport to Golgi and Subsequent Modification	R-HSA-948021	Reactome	167	Transport	Protein Metabolism	Protein Modification	Glycosylation	Golgi	NA	NA
kp0024	Cell Cycle S-Phase	R-HSA-69242	Reactome	168	Cell Cycle	NA	NA	NA	NA	NA	NA
kp0558	Post-Synapse Organization	GO:0099173	Gene Ontology	168	Neuronal System	Chemical Synapses	NA	NA	NA	NA	NA
kp1014	WNT Signaling [KEGG]	path:hsa04310	KEGG	168	Signal Transduction	WNT	beta-Catenin	NA	NA	NA	NA
kp3276	DNA Double-Strand Break Repair	R-HSA-5693532	Reactome	168	DNA Repair	NA	NA	NA	NA	NA	NA
kp0242	Megakaryocyte Development and Platelet Production	R-HSA-983231	Reactome	169	Developmental Biology	NA	NA	NA	NA	NA	NA
kp0983	Tight Junction	path:hsa04530	KEGG	169	Cell Adhesion	NA	NA	NA	NA	NA	NA
kp5442	Protein Localization	R-HSA-9609507	Reactome	169	Protein Metabolism	NA	NA	NA	NA	NA	NA
kp0753	TNF Signaling [Gene Ontology]	GO:0033209	Gene Ontology	170	Signal Transduction	TNF	Inflammation	NA	NA	NA	NA
kp1084	Protein Processing in ER	path:hsa04141	KEGG	170	Protein Metabolism	Translation	Cell Organelles & Functions	ER	NA	NA	NA
kp0027	Cytokinesis	GO:0000910	Gene Ontology	171	Cell Cycle	NA	NA	NA	NA	NA	NA
kp0416	Membrane Fusion	GO:0061025	Gene Ontology	172	Cell Organelles & Functions	NA	NA	NA	NA	NA	NA
kp3270	TGF-beta receptor Signaling [NetPath]	Pathway_TGF_beta_Receptor	NetPath	173	Signal Transduction	TGF-beta	NA	NA	NA	NA	NA
kp0068	Telomere Organization	GO:0032200	Gene Ontology	174	Chromosome Structure Maintenance	Cell Aging	NA	NA	NA	NA	NA
kp0280	Electron Transport Chain [Gene Ontology]	GO:0022900	Gene Ontology	174	Metabolism	Energy Metabolism	Biological Oxidations	Mitochondria	NA	NA	NA
kp0151	Gastrulation	GO:0007369	Gene Ontology	175	Developmental Biology	NA	NA	NA	NA	NA	NA
kp0571	Synapse Assembly	GO:0007416	Gene Ontology	175	Neuronal System	Chemical Synapses	NA	NA	NA	NA	NA
kp0044	Apoptosis [Reactome]	R-HSA-109581	Reactome	176	Apoptosis	Cell Death	NA	NA	NA	NA	NA
kp0513	tRNA Metabolism	GO:0006399	Gene Ontology	176	RNA Metabolism	tRNA Metabolism	NA	NA	NA	NA	NA
kp0844	Cytosolic Calcium Ion Transport	GO:0060401	Gene Ontology	177	Transport	Calcium	NA	NA	NA	NA	NA
kp3500	Cilium Assembly	R-HSA-5617833	Reactome	178	Cell Organelles & Functions	Cell Shape & Motility	Cytoskeleton	NA	NA	NA	NA
kp0828	Monocarboxylic-acid Transport	GO:0015718	Gene Ontology	179	Metabolism	Transport	NA	NA	NA	NA	NA
kp0306	Temperature Homeostasis	GO:0001659	Gene Ontology	180	Homeostasis	NA	NA	NA	NA	NA	NA
kp0401	Fatty-acid Metabolism	R-HSA-8978868	Reactome	181	Metabolism	Lipid Metabolism	Fatty-acid	NA	NA	NA	NA
kp1091	NOD-like Receptor (NLR) Signaling [KEGG]	path:hsa04621	KEGG	181	Immune System	Innate Immune System	Interferons	Inflammation	NA	NA	NA
kp0207	CNS Neuron Development	GO:0021953	Gene Ontology	182	Developmental Biology	Neuronal System	NA	NA	NA	NA	NA
kp0415	Membrane Docking	GO:0022406	Gene Ontology	182	Cell Organelles & Functions	NA	NA	NA	NA	NA	NA
kp1090	Axon Guidance [KEGG]	path:hsa04360	KEGG	182	Developmental Biology	Neuronal System	NA	NA	NA	NA	NA
kp2097	Vitamin D Receptor Pathway	WP2877	WikiPathway	182	Metabolism	Vitamin	NA	NA	NA	NA	NA
kp0127	Branching Morphogenesis	GO:0001763	Gene Ontology	184	Developmental Biology	NA	NA	NA	NA	NA	NA
kp0373	Ciliary/Flagellar Motility	GO:0003341	Gene Ontology	185	Cell Organelles & Functions	Cell Shape & Motility	Cytoskeleton	NA	NA	NA	NA
kp0399	Actomyosin Organization	GO:0031032	Gene Ontology	185	Cytoskeleton	NA	NA	NA	NA	NA	NA
kp2533	MetaPathway Biotransformation Phase I and II	WP702	WikiPathway	185	Metabolism	NA	NA	NA	NA	NA	NA
kp3116	IL-7 Signaling [INOH]	None	INOH	185	Signal Transduction	Immune System	Inflammation	Interleukins	Cytokines	NA	NA
kp3408	mRNA Splicing	R-HSA-72172	Reactome	185	RNA Metabolism	Transcription	NA	NA	NA	NA	NA
kp0548	Muscle Contraction	R-HSA-397014	Reactome	186	Physiology	Muscle	NA	NA	NA	NA	NA
kp0856	Ion Channel Transport	R-HSA-983712	Reactome	186	Transport	Ion Channels	NA	NA	NA	NA	NA
kp2864	EPO Signaling [INOH]	None	INOH	186	Immune System	Inflammation	Interleukins	Cytokines	JAK/STAT	NA	NA
kp0193	Respiratory System Development	GO:0060541	Gene Ontology	187	Developmental Biology	NA	NA	NA	NA	NA	NA
kp3314	NOTCH Signaling [Reactome]	R-HSA-157118	Reactome	187	Signal Transduction	NOTCH	NA	NA	NA	NA	NA
kp1070	Neutrophil Extracellular Trap Formation	path:hsa04613	KEGG	188	Immune System	NA	NA	NA	NA	NA	NA
kp3708	VEGF Signaling [INOH]	None	INOH	188	Signal Transduction	Angiogenesis	Blood Vessels	VEGF & VEGFR	NA	NA	NA
kp0712	Inositol Lipid mediated Signaling	GO:0048017	Gene Ontology	189	Signal Transduction	NA	NA	NA	NA	NA	NA
kp0657	Sumoylation	R-HSA-2990846	Reactome	190	Protein Metabolism	Protein Modification	Sumoylation	NA	NA	NA	NA
kp2619	TCF dependent WNT Signaling	R-HSA-201681	Reactome	190	Signal Transduction	WNT	beta-Catenin	TCF	NA	NA	NA
kp0465	Sulfur Compound Biosynthesis	GO:0044272	Gene Ontology	191	Metabolism	NA	NA	NA	NA	NA	NA
kp0526	Circadian Clock	R-HSA-400253	Reactome	191	Physiology	NA	NA	NA	NA	NA	NA
kp0125	Bone Development	GO:0060348	Gene Ontology	192	Developmental Biology	Bone	NA	NA	NA	NA	NA
kp0345	T-cell Proliferation	GO:0042098	Gene Ontology	192	Immune System	T-cell	NA	NA	NA	NA	NA
kp0006	Modified Amino-acid Metabolism	GO:0006575	Gene Ontology	196	Metabolism	Amino-acid Metabolism	NA	NA	NA	NA	NA
kp0010	Cell Junction Assembly	GO:1901888	Gene Ontology	196	Cell Adhesion	NA	NA	NA	NA	NA	NA
kp0988	Chemokine Signaling	path:hsa04062	KEGG	196	Signal Transduction	Chemokines	Cytokines	NA	NA	NA	NA
kp0819	Translational Initiation	GO:0006413	Gene Ontology	197	Translation	NA	NA	NA	NA	NA	NA
kp2114	Focal Adhesion [WikiPathway]	WP306	WikiPathway	198	Focal Adhesion	NA	NA	NA	NA	NA	NA
kp0438	Carbohydrate-derivatives Catabolism	GO:1901136	Gene Ontology	199	Metabolism	Carbohydrate Metabolism	NA	NA	NA	NA	NA
kp0686	IL-1 Response	GO:0070555	Gene Ontology	200	Immune System	Innate Immune System	Inflammation	Interleukins	Cytokines	NA	NA
kp0471	Vitamins and Co-Factors Metabolism	R-HSA-196854	Reactome	201	Metabolism	Vitamin	Co-Factors	NA	NA	NA	NA
kp0907	Focal Adhesion [KEGG]	path:hsa04510	KEGG	201	Focal Adhesion	NA	NA	NA	NA	NA	NA
kp0065	Senescence [Reactome]	R-HSA-2559583	Reactome	202	Senescence	Cellular Responses to Stress	NA	NA	NA	NA	NA
kp0023	Cell Cycle G2-phase and G2/M Transition	R-HSA-453274	Reactome	203	Cell Cycle	NA	NA	NA	NA	NA	NA
kp0771	IFN Signaling [Reactome]	R-HSA-913531	Reactome	203	Signal Transduction	Immune System	Inflammation	Interferons	Cytokines	NA	NA
kp0736	RAC GTPase Cycle	R-HSA-9013149	Reactome	204	Signal Transduction	Small GTPases	RHO GTPase Signaling	NA	NA	NA	NA
kp0855	Intra-Golgi and Retrograde Golgi-ER Traffic	R-HSA-6811442	Reactome	204	Transport	Cell Organelles & Functions	Golgi	ER	NA	NA	NA
kp0212	Ear Development	GO:0043583	Gene Ontology	206	Developmental Biology	NA	NA	NA	NA	NA	NA
kp5076	Peptide Ligand-binding Receptors	R-HSA-375276	Reactome	207	Signal Transduction	GPCR Signaling	NA	NA	NA	NA	NA
kp0253	Osteoblast Differentiation [Gene Ontology]	GO:0001649	Gene Ontology	209	Developmental Biology	Bone	NA	NA	NA	NA	NA
kp0033	Mitotic Prometaphase	R-HSA-68877	Reactome	210	Cell Cycle	NA	NA	NA	NA	NA	NA
kp1129	RAP1 Signaling [KEGG]	path:hsa04015	KEGG	210	Signal Transduction	NA	NA	NA	NA	NA	NA
kp0199	Skeletal System Morphogenesis	GO:0048705	Gene Ontology	212	Developmental Biology	Bone	NA	NA	NA	NA	NA
kp0239	Fat Cell Differentiation	GO:0045444	Gene Ontology	212	Developmental Biology	Differentiation	NA	NA	NA	NA	NA
kp0274	Glucose Metabolism [Gene Ontology]	GO:0006006	Gene Ontology	212	Metabolism	Carbohydrate Metabolism	NA	NA	NA	NA	NA
kp0448	Monocarboxylic-acid Biosynthesis	GO:0072330	Gene Ontology	213	Metabolism	NA	NA	NA	NA	NA	NA
kp2314	Ciliary Landscape	WP4352	WikiPathway	213	Cell Organelles & Functions	Cell Shape & Motility	Cytoskeleton	NA	NA	NA	NA
kp3256	Ub-specific Processing Proteases (USPs)	R-HSA-5689880	Reactome	214	Protein Metabolism	Protein Modification	Ubiquitination	NA	NA	NA	NA
kp0363	T-cell Receptor Signaling [Gene Ontology]	GO:0050852	Gene Ontology	215	Immune System	Adaptive Immune System	Signal Transduction	T-cell	NA	NA	NA
kp0423	Phospholipid Metabolism	R-HSA-1483257	Reactome	215	Metabolism	Lipid Metabolism	Phospholipid Metabolism	NA	NA	NA	NA
kp1095	cAMP Signaling [KEGG]	path:hsa04024	KEGG	216	Signal Transduction	cAMP	NA	NA	NA	NA	NA
kp3880	ESR mediated Signaling	R-HSA-8939211	Reactome	216	Signal Transduction	Hormone Metabolism & Fucntions	Nuclear Receptors	NA	NA	NA	NA
kp0495	Nuclear Transcribed mRNA Catabolism	GO:0000956	Gene Ontology	218	RNA Metabolism	NA	NA	NA	NA	NA	NA
kp0538	Light Stimulus Perception	GO:0050953	Gene Ontology	218	Physiology	Vision	NA	NA	NA	NA	NA
kp1039	Actin Cytoskeleton Regulation [KEGG]	path:hsa04810	KEGG	218	Signal Transduction	Cytoskeleton	NA	NA	NA	NA	NA
kp2721	G-alpha (Q) Signaling [Reactome]	R-HSA-416476	Reactome	220	Signal Transduction	GPCR Signaling	NA	NA	NA	NA	NA
kp3822	Purine Metabolism [EHMN]	Purine metabolism	EHMN	221	Nucleotide Metabolism	Purine	NA	NA	NA	NA	NA
kp0209	Developmental Morphogenesis	GO:0060560	Gene Ontology	223	Developmental Biology	NA	NA	NA	NA	NA	NA
kp0272	Biological Oxidations	R-HSA-211859	Reactome	223	Metabolism	Biological Oxidations	NA	NA	NA	NA	NA
kp0536	Keratinization	R-HSA-6805567	Reactome	228	Physiology	NA	NA	NA	NA	NA	NA
kp3501	Organelle Biogenesis and Maintenance	R-HSA-1852241	Reactome	230	Cell Organelles & Functions	Developmental Biology	NA	NA	NA	NA	NA
kp1062	Thermogenesis	path:hsa04714	KEGG	232	Homeostasis	Physiology	NA	NA	NA	NA	NA
kp0205	Telencephalon Development	GO:0021537	Gene Ontology	233	Developmental Biology	Neuronal System	NA	NA	NA	NA	NA
